shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
i1_shp,-12.37345,130.88048,0,
i1_shp,-12.373013,130.880328,1,
i1_shp,-12.372924,130.880126,2,
i1_shp,-12.372327,130.880213,3,
i1_shp,-12.371637,130.880595,4,
i1_shp,-12.369882,130.883487,5,
i1_shp,-12.368963,130.882929,6,
i1_shp,-12.367884,130.882241,7,
i1_shp,-12.367614,130.881963,8,
i1_shp,-12.367348,130.881263,9,
i1_shp,-12.365121,130.881816,10,
i1_shp,-12.365171,130.88235,11,
i1_shp,-12.36506,130.882772,12,
i1_shp,-12.364859,130.88312,13,
i1_shp,-12.364532,130.883357,14,
i1_shp,-12.364817,130.883892,15,
i1_shp,-12.364977,130.884353,16,
i1_shp,-12.365045,130.884942,17,
i1_shp,-12.365057,130.885751,18,
i1_shp,-12.359272,130.88582,19,
i1_shp,-12.359056,130.885726,20,
i1_shp,-12.359003,130.885542,21,
i1_shp,-12.359148,130.882932,22,
i1_shp,-12.356183,130.882892,23,
i1_shp,-12.35615,130.882469,24,
i1_shp,-12.356183,130.882892,25,
i1_shp,-12.359148,130.882932,26,
i1_shp,-12.359347,130.880212,27,
i1_shp,-12.361642,130.880412,28,
i1_shp,-12.361878,130.877637,29,
i1_shp,-12.362007,130.877271,30,
i1_shp,-12.362172,130.876941,31,
i1_shp,-12.362573,130.876484,32,
i1_shp,-12.362846,130.876229,33,
i1_shp,-12.363136,130.87601,34,
i1_shp,-12.363553,130.875866,35,
i1_shp,-12.363747,130.876511,36,
i1_shp,-12.365975,130.875957,37,
i1_shp,-12.365589,130.874244,38,
i1_shp,-12.36513,130.872567,39,
i1_shp,-12.364867,130.87148,40,
i1_shp,-12.365754,130.871229,41,
i1_shp,-12.366658,130.871309,42,
i1_shp,-12.367543,130.871426,43,
i1_shp,-12.367465,130.872143,44,
i1_shp,-12.367482,130.872363,45,
i1_shp,-12.367552,130.872621,46,
i1_shp,-12.367871,130.873672,47,
i1_shp,-12.365589,130.874244,48,
i1_shp,-12.365975,130.875957,49,
i1_shp,-12.366151,130.876565,50,
i1_shp,-12.368379,130.875955,51,
i1_shp,-12.369412,130.875632,52,
i1_shp,-12.369919,130.875525,53,
i1_shp,-12.370353,130.875473,54,
i1_shp,-12.371559,130.876217,55,
i1_shp,-12.371778,130.875925,56,
i1_shp,-12.371871,130.875576,57,
i1_shp,-12.371837,130.875226,58,
i1_shp,-12.371233,130.873604,59,
i1_shp,-12.371058,130.87283,60,
i1_shp,-12.373285,130.872313,61,
i1_shp,-12.373639,130.873419,62,
i1_shp,-12.37387,130.873935,63,
i1_shp,-12.374587,130.874823,64,
i1_shp,-12.375019,130.875212,65,
i1_shp,-12.375696,130.876559,66,
i1_shp,-12.376053,130.877261,67,
i1_shp,-12.376814,130.879583,68,
i1_shp,-12.37464,130.880266,69,
i1_shp,-12.374351,130.880301,70,
i1_shp,-12.373068,130.880126,71,
i1_shp,-12.373013,130.880328,72,
i1_shp,-12.3736,130.88076,73,
i1a_shp,-12.37345,130.88048,0,
i1a_shp,-12.373013,130.880328,1,
i1a_shp,-12.372924,130.880126,2,
i1a_shp,-12.372327,130.880213,3,
i1a_shp,-12.371637,130.880595,4,
i1a_shp,-12.369882,130.883487,5,
i1a_shp,-12.368963,130.882929,6,
i1a_shp,-12.367865,130.884944,7,
i1a_shp,-12.367374,130.885418,8,
i1a_shp,-12.366685,130.885707,9,
i1a_shp,-12.365654,130.885774,10,
i1a_shp,-12.365057,130.885751,11,
i1a_shp,-12.359272,130.88582,12,
i1a_shp,-12.359056,130.885726,13,
i1a_shp,-12.359003,130.885542,14,
i1a_shp,-12.359148,130.882932,15,
i1a_shp,-12.356183,130.882892,16,
i1a_shp,-12.35615,130.882469,17,
i1a_shp,-12.356183,130.882892,18,
i1a_shp,-12.359148,130.882932,19,
i1a_shp,-12.359003,130.885542,20,
i1a_shp,-12.359056,130.885726,21,
i1a_shp,-12.359272,130.88582,22,
i1a_shp,-12.365057,130.885751,23,
i1a_shp,-12.365654,130.885774,24,
i1a_shp,-12.366685,130.885707,25,
i1a_shp,-12.367374,130.885418,26,
i1a_shp,-12.367865,130.884944,27,
i1a_shp,-12.368963,130.882929,28,
i1a_shp,-12.369882,130.883487,29,
i1a_shp,-12.371637,130.880595,30,
i1a_shp,-12.372327,130.880213,31,
i1a_shp,-12.372924,130.880126,32,
i1a_shp,-12.373013,130.880328,33,
i1a_shp,-12.3736,130.88076,34,
i1h_shp,-12.37345,130.88048,0,
i1h_shp,-12.373013,130.880328,1,
i1h_shp,-12.372924,130.880126,2,
i1h_shp,-12.372327,130.880213,3,
i1h_shp,-12.371637,130.880595,4,
i1h_shp,-12.369882,130.883487,5,
i1h_shp,-12.368963,130.882929,6,
i1h_shp,-12.367865,130.884944,7,
i1h_shp,-12.367374,130.885418,8,
i1h_shp,-12.366685,130.885707,9,
i1h_shp,-12.365654,130.885774,10,
i1h_shp,-12.365057,130.885751,11,
i1h_shp,-12.359272,130.88582,12,
i1h_shp,-12.359056,130.885726,13,
i1h_shp,-12.359003,130.885542,14,
i1h_shp,-12.359148,130.882932,15,
i1h_shp,-12.356183,130.882892,16,
i1h_shp,-12.35615,130.882469,17,
i1h_shp,-12.356183,130.882892,18,
i1h_shp,-12.359148,130.882932,19,
i1h_shp,-12.359347,130.880212,20,
i1h_shp,-12.361642,130.880412,21,
i1h_shp,-12.361878,130.877637,22,
i1h_shp,-12.362007,130.877271,23,
i1h_shp,-12.362172,130.876941,24,
i1h_shp,-12.362573,130.876484,25,
i1h_shp,-12.362846,130.876229,26,
i1h_shp,-12.363136,130.87601,27,
i1h_shp,-12.363553,130.875866,28,
i1h_shp,-12.363747,130.876511,29,
i1h_shp,-12.365975,130.875957,30,
i1h_shp,-12.366151,130.876565,31,
i1h_shp,-12.367348,130.881263,32,
i1h_shp,-12.367614,130.881963,33,
i1h_shp,-12.367884,130.882241,34,
i1h_shp,-12.368963,130.882929,35,
i1h_shp,-12.369882,130.883487,36,
i1h_shp,-12.371637,130.880595,37,
i1h_shp,-12.372327,130.880213,38,
i1h_shp,-12.372924,130.880126,39,
i1h_shp,-12.373013,130.880328,40,
i1h_shp,-12.3736,130.88076,41,
i2_shp,-12.37345,130.88048,0,
i2_shp,-12.373013,130.880328,1,
i2_shp,-12.372924,130.880126,2,
i2_shp,-12.372327,130.880213,3,
i2_shp,-12.371637,130.880595,4,
i2_shp,-12.369882,130.883487,5,
i2_shp,-12.368963,130.882929,6,
i2_shp,-12.367865,130.884944,7,
i2_shp,-12.367374,130.885418,8,
i2_shp,-12.366685,130.885707,9,
i2_shp,-12.365654,130.885774,10,
i2_shp,-12.365774,130.886675,11,
i2_shp,-12.366276,130.889952,12,
i2_shp,-12.36852,130.889619,13,
i2_shp,-12.368863,130.889548,14,
i2_shp,-12.369425,130.889331,15,
i2_shp,-12.370008,130.888802,16,
i2_shp,-12.370401,130.889449,17,
i2_shp,-12.370738,130.890389,18,
i2_shp,-12.370928,130.891659,19,
i2_shp,-12.368774,130.891974,20,
i2_shp,-12.369,130.893337,21,
i2_shp,-12.369153,130.894643,22,
i2_shp,-12.369293,130.895325,23,
i2_shp,-12.369632,130.895971,24,
i2_shp,-12.370189,130.896545,25,
i2_shp,-12.370944,130.89712,26,
i2_shp,-12.372439,130.897903,27,
i2_shp,-12.372291,130.898362,28,
i2_shp,-12.372288,130.89873,29,
i2_shp,-12.372322,130.899098,30,
i2_shp,-12.372501,130.899412,31,
i2_shp,-12.373793,130.900745,32,
i2_shp,-12.374009,130.900875,33,
i2_shp,-12.374333,130.900988,34,
i2_shp,-12.374714,130.900862,35,
i2_shp,-12.37504,130.900699,36,
i2_shp,-12.375494,130.900518,37,
i2_shp,-12.375982,130.900448,38,
i2_shp,-12.376703,130.900729,39,
i2_shp,-12.37726,130.901193,40,
i2_shp,-12.378338,130.902157,41,
i2_shp,-12.379254,130.90301,42,
i2_shp,-12.379686,130.903289,43,
i2_shp,-12.3803,130.903385,44,
i2_shp,-12.380734,130.903351,45,
i2_shp,-12.38126,130.903116,46,
i2_shp,-12.383132,130.90164,47,
i2_shp,-12.385443,130.904618,48,
i2_shp,-12.386152,130.904053,49,
i2_shp,-12.386572,130.903559,50,
i2_shp,-12.386902,130.9029,51,
i2_shp,-12.386235,130.902545,52,
i2_shp,-12.385876,130.90223,53,
i2_shp,-12.385249,130.901453,54,
i2_shp,-12.385072,130.900919,55,
i2_shp,-12.384722,130.899261,56,
i2_shp,-12.384674,130.898341,57,
i2_shp,-12.384962,130.895953,58,
i2_shp,-12.385119,130.894133,59,
i2_shp,-12.384396,130.894073,60,
i2_shp,-12.383854,130.894161,61,
i2_shp,-12.382057,130.895196,62,
i2_shp,-12.381645,130.894605,63,
i2_shp,-12.381181,130.893774,64,
i2_shp,-12.381005,130.893019,65,
i2_shp,-12.380797,130.891767,66,
i2_shp,-12.380693,130.891067,67,
i2_shp,-12.380319,130.890329,68,
i2_shp,-12.381717,130.889493,69,
i2_shp,-12.379984,130.886447,70,
i2_shp,-12.379465,130.885707,71,
i2_shp,-12.379089,130.885282,72,
i2_shp,-12.378965,130.884803,73,
i2_shp,-12.379096,130.884289,74,
i2_shp,-12.380461,130.882846,75,
i2_shp,-12.381012,130.883347,76,
i2_shp,-12.381596,130.884356,77,
i2_shp,-12.381864,130.884652,78,
i2_shp,-12.382606,130.885154,79,
i2_shp,-12.383029,130.884494,80,
i2_shp,-12.383297,130.88423,81,
i2_shp,-12.384596,130.883438,82,
i2_shp,-12.383436,130.881469,83,
i2_shp,-12.381406,130.879506,84,
i2_shp,-12.379241,130.881623,85,
i2_shp,-12.377609,130.882218,86,
i2_shp,-12.375834,130.882812,87,
i2_shp,-12.374529,130.883208,88,
i2_shp,-12.373116,130.883731,89,
i2_shp,-12.372536,130.883874,90,
i2_shp,-12.372237,130.882732,91,
i2_shp,-12.37208,130.881848,92,
i2_shp,-12.372192,130.881389,93,
i2_shp,-12.371637,130.880595,94,
i2_shp,-12.372327,130.880213,95,
i2_shp,-12.372924,130.880126,96,
i2_shp,-12.373013,130.880328,97,
i2_shp,-12.3736,130.88076,98,
i2c_shp,-12.37345,130.88048,0,
i2c_shp,-12.373013,130.880328,1,
i2c_shp,-12.372924,130.880126,2,
i2c_shp,-12.372327,130.880213,3,
i2c_shp,-12.371637,130.880595,4,
i2c_shp,-12.369882,130.883487,5,
i2c_shp,-12.368963,130.882929,6,
i2c_shp,-12.367865,130.884944,7,
i2c_shp,-12.367374,130.885418,8,
i2c_shp,-12.366685,130.885707,9,
i2c_shp,-12.365654,130.885774,10,
i2c_shp,-12.365774,130.886675,11,
i2c_shp,-12.366276,130.889952,12,
i2c_shp,-12.36852,130.889619,13,
i2c_shp,-12.368863,130.889548,14,
i2c_shp,-12.369425,130.889331,15,
i2c_shp,-12.370008,130.888802,16,
i2c_shp,-12.370401,130.889449,17,
i2c_shp,-12.370738,130.890389,18,
i2c_shp,-12.370928,130.891659,19,
i2c_shp,-12.368774,130.891974,20,
i2c_shp,-12.369,130.893337,21,
i2c_shp,-12.369153,130.894643,22,
i2c_shp,-12.369293,130.895325,23,
i2c_shp,-12.369632,130.895971,24,
i2c_shp,-12.370189,130.896545,25,
i2c_shp,-12.370944,130.89712,26,
i2c_shp,-12.372439,130.897903,27,
i2c_shp,-12.372291,130.898362,28,
i2c_shp,-12.372288,130.89873,29,
i2c_shp,-12.372322,130.899098,30,
i2c_shp,-12.372501,130.899412,31,
i2c_shp,-12.373793,130.900745,32,
i2c_shp,-12.374009,130.900875,33,
i2c_shp,-12.374333,130.900988,34,
i2c_shp,-12.374714,130.900862,35,
i2c_shp,-12.37504,130.900699,36,
i2c_shp,-12.375494,130.900518,37,
i2c_shp,-12.375982,130.900448,38,
i2c_shp,-12.376703,130.900729,39,
i2c_shp,-12.37726,130.901193,40,
i2c_shp,-12.378338,130.902157,41,
i2c_shp,-12.379254,130.90301,42,
i2c_shp,-12.379686,130.903289,43,
i2c_shp,-12.3803,130.903385,44,
i2c_shp,-12.380734,130.903351,45,
i2c_shp,-12.38126,130.903116,46,
i2c_shp,-12.383132,130.90164,47,
i2c_shp,-12.385443,130.904618,48,
i2c_shp,-12.386152,130.904053,49,
i2c_shp,-12.386572,130.903559,50,
i2c_shp,-12.386902,130.9029,51,
i2c_shp,-12.387177,130.902313,52,
i2c_shp,-12.387778,130.901637,53,
i2c_shp,-12.388288,130.901181,54,
i2c_shp,-12.389761,130.899813,55,
i2c_shp,-12.39049,130.898972,56,
i2c_shp,-12.390674,130.898495,57,
i2c_shp,-12.390733,130.897925,58,
i2c_shp,-12.391118,130.897119,59,
i2c_shp,-12.39146,130.897287,60,
i2c_shp,-12.39218,130.897697,61,
i2c_shp,-12.392523,130.897773,62,
i2c_shp,-12.394692,130.897862,63,
i2c_shp,-12.395994,130.897816,64,
i2c_shp,-12.396393,130.897599,65,
i2c_shp,-12.396449,130.897397,66,
i2c_shp,-12.396218,130.896807,67,
i2c_shp,-12.396214,130.89482,68,
i2c_shp,-12.395256,130.894777,69,
i2c_shp,-12.395313,130.889186,70,
i2c_shp,-12.395298,130.888782,71,
i2c_shp,-12.395355,130.883063,72,
i2c_shp,-12.391354,130.883954,73,
i2c_shp,-12.390865,130.884097,74,
i2c_shp,-12.388777,130.885388,75,
i2c_shp,-12.386418,130.886732,76,
i2c_shp,-12.384603,130.887822,77,
i2c_shp,-12.381717,130.889493,78,
i2c_shp,-12.379984,130.886447,79,
i2c_shp,-12.379465,130.885707,80,
i2c_shp,-12.379089,130.885282,81,
i2c_shp,-12.378965,130.884803,82,
i2c_shp,-12.379096,130.884289,83,
i2c_shp,-12.380461,130.882846,84,
i2c_shp,-12.381012,130.883347,85,
i2c_shp,-12.381596,130.884356,86,
i2c_shp,-12.381864,130.884652,87,
i2c_shp,-12.382606,130.885154,88,
i2c_shp,-12.383029,130.884494,89,
i2c_shp,-12.383297,130.88423,90,
i2c_shp,-12.384596,130.883438,91,
i2c_shp,-12.383436,130.881469,92,
i2c_shp,-12.381406,130.879506,93,
i2c_shp,-12.379241,130.881623,94,
i2c_shp,-12.377609,130.882218,95,
i2c_shp,-12.375834,130.882812,96,
i2c_shp,-12.374529,130.883208,97,
i2c_shp,-12.373116,130.883731,98,
i2c_shp,-12.372536,130.883874,99,
i2c_shp,-12.372237,130.882732,100,
i2c_shp,-12.37208,130.881848,101,
i2c_shp,-12.372192,130.881389,102,
i2c_shp,-12.371637,130.880595,103,
i2c_shp,-12.372327,130.880213,104,
i2c_shp,-12.372924,130.880126,105,
i2c_shp,-12.373013,130.880328,106,
i2c_shp,-12.3736,130.88076,107,
i3_shp,-12.37345,130.88048,0,
i3_shp,-12.373013,130.880328,1,
i3_shp,-12.373068,130.880126,2,
i3_shp,-12.374351,130.880301,3,
i3_shp,-12.37464,130.880266,4,
i3_shp,-12.376814,130.879583,5,
i3_shp,-12.377609,130.882237,6,
i3_shp,-12.379241,130.881623,7,
i3_shp,-12.381406,130.879506,8,
i3_shp,-12.382228,130.878317,9,
i3_shp,-12.382637,130.876756,10,
i3_shp,-12.382807,130.87558,11,
i3_shp,-12.383183,130.873579,12,
i3_shp,-12.38535,130.873888,13,
i3_shp,-12.386184,130.873563,14,
i3_shp,-12.387325,130.873185,15,
i3_shp,-12.387885,130.873281,16,
i3_shp,-12.389145,130.874099,17,
i3_shp,-12.389431,130.874579,18,
i3_shp,-12.38946,130.875591,19,
i3_shp,-12.389344,130.87662,20,
i3_shp,-12.38914,130.877446,21,
i3_shp,-12.390421,130.877786,22,
i3_shp,-12.389899,130.880045,23,
i3_shp,-12.391108,130.880366,24,
i3_shp,-12.391269,130.880569,25,
i3_shp,-12.391147,130.882555,26,
i3_shp,-12.391354,130.883954,27,
i3_shp,-12.390865,130.884097,28,
i3_shp,-12.388777,130.885388,29,
i3_shp,-12.390885,130.889007,30,
i3_shp,-12.391926,130.890155,31,
i3_shp,-12.392338,130.890728,32,
i3_shp,-12.392641,130.891337,33,
i3_shp,-12.392815,130.892295,34,
i3_shp,-12.392829,130.892865,35,
i3_shp,-12.392753,130.893361,36,
i3_shp,-12.392496,130.893892,37,
i3_shp,-12.392151,130.894184,38,
i3_shp,-12.391824,130.894421,39,
i3_shp,-12.392053,130.895232,40,
i3_shp,-12.392029,130.896059,41,
i3_shp,-12.39146,130.897287,42,
i3_shp,-12.391118,130.897119,43,
i3_shp,-12.390416,130.896709,44,
i3_shp,-12.390091,130.896615,45,
i3_shp,-12.389349,130.896702,46,
i3_shp,-12.388535,130.896861,47,
i3_shp,-12.387816,130.893675,48,
i3_shp,-12.387514,130.892937,49,
i3_shp,-12.386799,130.891681,50,
i3_shp,-12.384603,130.887822,51,
i3_shp,-12.386418,130.886732,52,
i3_shp,-12.383436,130.881469,53,
i3_shp,-12.381406,130.879506,54,
i3_shp,-12.379241,130.881623,55,
i3_shp,-12.377609,130.882237,56,
i3_shp,-12.375834,130.882812,57,
i3_shp,-12.374529,130.883208,58,
i3_shp,-12.373116,130.883731,59,
i3_shp,-12.372536,130.883874,60,
i3_shp,-12.372237,130.882732,61,
i3_shp,-12.37208,130.881848,62,
i3_shp,-12.372192,130.881389,63,
i3_shp,-12.371637,130.880595,64,
i3_shp,-12.372327,130.880213,65,
i3_shp,-12.372924,130.880126,66,
i3_shp,-12.373013,130.880328,67,
i3_shp,-12.3736,130.88076,68,
i3a_shp,-12.37345,130.88048,0,
i3a_shp,-12.373013,130.880328,1,
i3a_shp,-12.373068,130.880126,2,
i3a_shp,-12.374351,130.880301,3,
i3a_shp,-12.37464,130.880266,4,
i3a_shp,-12.376814,130.879583,5,
i3a_shp,-12.377609,130.882237,6,
i3a_shp,-12.379241,130.881623,7,
i3a_shp,-12.381406,130.879506,8,
i3a_shp,-12.382228,130.878317,9,
i3a_shp,-12.382637,130.876756,10,
i3a_shp,-12.382807,130.87558,11,
i3a_shp,-12.383183,130.873579,12,
i3a_shp,-12.38337,130.872624,13,
i3a_shp,-12.383728,130.870548,14,
i3a_shp,-12.384209,130.868989,15,
i3a_shp,-12.38456,130.867869,16,
i3a_shp,-12.385504,130.864566,17,
i3a_shp,-12.386022,130.862841,18,
i3a_shp,-12.386521,130.861318,19,
i3a_shp,-12.391261,130.863393,20,
i3a_shp,-12.391766,130.863599,21,
i3a_shp,-12.392199,130.863676,22,
i3a_shp,-12.395073,130.863714,23,
i3a_shp,-12.395074,130.868845,24,
i3a_shp,-12.395399,130.868848,25,
i3a_shp,-12.395416,130.871698,26,
i3a_shp,-12.397649,130.872928,27,
i3a_shp,-12.399683,130.874175,28,
i3a_shp,-12.402804,130.877783,29,
i3a_shp,-12.403146,130.878007,30,
i3a_shp,-12.4047,130.878091,31,
i3a_shp,-12.404713,130.878717,32,
i3a_shp,-12.403087,130.878668,33,
i3a_shp,-12.401987,130.878292,34,
i3a_shp,-12.398733,130.878232,35,
i3a_shp,-12.398759,130.879759,36,
i3a_shp,-12.398719,130.880237,37,
i3a_shp,-12.399405,130.880389,38,
i3a_shp,-12.399856,130.880594,39,
i3a_shp,-12.400089,130.880853,40,
i3a_shp,-12.400303,130.881204,41,
i3a_shp,-12.400427,130.881646,42,
i3a_shp,-12.400648,130.886282,43,
i3a_shp,-12.400291,130.888266,44,
i3a_shp,-12.400108,130.888541,45,
i3a_shp,-12.398571,130.888585,46,
i3a_shp,-12.398193,130.888288,47,
i3a_shp,-12.397817,130.887788,48,
i3a_shp,-12.397801,130.887586,49,
i3a_shp,-12.397718,130.886409,50,
i3a_shp,-12.397685,130.886004,51,
i3a_shp,-12.397405,130.884733,52,
i3a_shp,-12.397322,130.883647,53,
i3a_shp,-12.397381,130.883004,54,
i3a_shp,-12.39751,130.882582,55,
i3a_shp,-12.398005,130.881629,56,
i3a_shp,-12.398719,130.880237,57,
i3a_shp,-12.398759,130.879759,58,
i3a_shp,-12.398733,130.878232,59,
i3a_shp,-12.396528,130.878235,60,
i3a_shp,-12.395949,130.878341,61,
i3a_shp,-12.395352,130.878355,62,
i3a_shp,-12.393074,130.87832,63,
i3a_shp,-12.391703,130.878035,64,
i3a_shp,-12.390421,130.877786,65,
i3a_shp,-12.389899,130.880045,66,
i3a_shp,-12.391108,130.880366,67,
i3a_shp,-12.391269,130.880569,68,
i3a_shp,-12.391147,130.882555,69,
i3a_shp,-12.391354,130.883954,70,
i3a_shp,-12.390865,130.884097,71,
i3a_shp,-12.388777,130.885388,72,
i3a_shp,-12.390885,130.889007,73,
i3a_shp,-12.391926,130.890155,74,
i3a_shp,-12.392338,130.890728,75,
i3a_shp,-12.392641,130.891337,76,
i3a_shp,-12.392815,130.892295,77,
i3a_shp,-12.392829,130.892865,78,
i3a_shp,-12.392753,130.893361,79,
i3a_shp,-12.392496,130.893892,80,
i3a_shp,-12.392151,130.894184,81,
i3a_shp,-12.391824,130.894421,82,
i3a_shp,-12.392053,130.895232,83,
i3a_shp,-12.392029,130.896059,84,
i3a_shp,-12.39146,130.897287,85,
i3a_shp,-12.391118,130.897119,86,
i3a_shp,-12.390416,130.896709,87,
i3a_shp,-12.390091,130.896615,88,
i3a_shp,-12.389349,130.896702,89,
i3a_shp,-12.388535,130.896861,90,
i3a_shp,-12.387816,130.893675,91,
i3a_shp,-12.387514,130.892937,92,
i3a_shp,-12.386799,130.891681,93,
i3a_shp,-12.384603,130.887822,94,
i3a_shp,-12.386418,130.886732,95,
i3a_shp,-12.383436,130.881469,96,
i3a_shp,-12.381406,130.879506,97,
i3a_shp,-12.379241,130.881623,98,
i3a_shp,-12.377609,130.882237,99,
i3a_shp,-12.375834,130.882812,100,
i3a_shp,-12.374529,130.883208,101,
i3a_shp,-12.373116,130.883731,102,
i3a_shp,-12.372536,130.883874,103,
i3a_shp,-12.372237,130.882732,104,
i3a_shp,-12.37208,130.881848,105,
i3a_shp,-12.372192,130.881389,106,
i3a_shp,-12.371637,130.880595,107,
i3a_shp,-12.372327,130.880213,108,
i3a_shp,-12.372924,130.880126,109,
i3a_shp,-12.373013,130.880328,110,
i3a_shp,-12.3736,130.88076,111,
i3b_shp,-12.37345,130.88048,0,
i3b_shp,-12.373013,130.880328,1,
i3b_shp,-12.373068,130.880126,2,
i3b_shp,-12.374351,130.880301,3,
i3b_shp,-12.37464,130.880266,4,
i3b_shp,-12.376814,130.879583,5,
i3b_shp,-12.377609,130.882237,6,
i3b_shp,-12.379241,130.881623,7,
i3b_shp,-12.381406,130.879506,8,
i3b_shp,-12.382228,130.878317,9,
i3b_shp,-12.382637,130.876756,10,
i3b_shp,-12.382807,130.87558,11,
i3b_shp,-12.383183,130.873579,12,
i3b_shp,-12.38535,130.873888,13,
i3b_shp,-12.386184,130.873563,14,
i3b_shp,-12.387325,130.873185,15,
i3b_shp,-12.387885,130.873281,16,
i3b_shp,-12.389145,130.874099,17,
i3b_shp,-12.389431,130.874579,18,
i3b_shp,-12.38946,130.875591,19,
i3b_shp,-12.389344,130.87662,20,
i3b_shp,-12.38914,130.877446,21,
i3b_shp,-12.390421,130.877786,22,
i3b_shp,-12.391703,130.878035,23,
i3b_shp,-12.393074,130.87832,24,
i3b_shp,-12.395352,130.878355,25,
i3b_shp,-12.395949,130.878341,26,
i3b_shp,-12.398733,130.878232,27,
i3b_shp,-12.398759,130.879759,28,
i3b_shp,-12.398719,130.880237,29,
i3b_shp,-12.399405,130.880389,30,
i3b_shp,-12.399856,130.880594,31,
i3b_shp,-12.400089,130.880853,32,
i3b_shp,-12.400303,130.881204,33,
i3b_shp,-12.400427,130.881646,34,
i3b_shp,-12.400648,130.886282,35,
i3b_shp,-12.400291,130.888266,36,
i3b_shp,-12.400108,130.888541,37,
i3b_shp,-12.398571,130.888585,38,
i3b_shp,-12.398193,130.888288,39,
i3b_shp,-12.397817,130.887788,40,
i3b_shp,-12.397801,130.887586,41,
i3b_shp,-12.397718,130.886409,42,
i3b_shp,-12.397685,130.886004,43,
i3b_shp,-12.397405,130.884733,44,
i3b_shp,-12.397322,130.883647,45,
i3b_shp,-12.397381,130.883004,46,
i3b_shp,-12.39751,130.882582,47,
i3b_shp,-12.398005,130.881629,48,
i3b_shp,-12.398719,130.880237,49,
i3b_shp,-12.398759,130.879759,50,
i3b_shp,-12.398733,130.878232,51,
i3b_shp,-12.396528,130.878235,52,
i3b_shp,-12.395949,130.878341,53,
i3b_shp,-12.395352,130.878355,54,
i3b_shp,-12.393074,130.87832,55,
i3b_shp,-12.391703,130.878035,56,
i3b_shp,-12.390421,130.877786,57,
i3b_shp,-12.389899,130.880045,58,
i3b_shp,-12.391108,130.880366,59,
i3b_shp,-12.391269,130.880569,60,
i3b_shp,-12.391147,130.882555,61,
i3b_shp,-12.391354,130.883954,62,
i3b_shp,-12.390865,130.884097,63,
i3b_shp,-12.388777,130.885388,64,
i3b_shp,-12.390885,130.889007,65,
i3b_shp,-12.391926,130.890155,66,
i3b_shp,-12.392338,130.890728,67,
i3b_shp,-12.392641,130.891337,68,
i3b_shp,-12.392815,130.892295,69,
i3b_shp,-12.392829,130.892865,70,
i3b_shp,-12.392753,130.893361,71,
i3b_shp,-12.392496,130.893892,72,
i3b_shp,-12.392151,130.894184,73,
i3b_shp,-12.391824,130.894421,74,
i3b_shp,-12.392053,130.895232,75,
i3b_shp,-12.392029,130.896059,76,
i3b_shp,-12.39146,130.897287,77,
i3b_shp,-12.391118,130.897119,78,
i3b_shp,-12.390416,130.896709,79,
i3b_shp,-12.390091,130.896615,80,
i3b_shp,-12.389349,130.896702,81,
i3b_shp,-12.388535,130.896861,82,
i3b_shp,-12.387816,130.893675,83,
i3b_shp,-12.387514,130.892937,84,
i3b_shp,-12.386799,130.891681,85,
i3b_shp,-12.384603,130.887822,86,
i3b_shp,-12.386418,130.886732,87,
i3b_shp,-12.383436,130.881469,88,
i3b_shp,-12.381406,130.879506,89,
i3b_shp,-12.379241,130.881623,90,
i3b_shp,-12.377609,130.882237,91,
i3b_shp,-12.375834,130.882812,92,
i3b_shp,-12.374529,130.883208,93,
i3b_shp,-12.373116,130.883731,94,
i3b_shp,-12.372536,130.883874,95,
i3b_shp,-12.372237,130.882732,96,
i3b_shp,-12.37208,130.881848,97,
i3b_shp,-12.372192,130.881389,98,
i3b_shp,-12.371637,130.880595,99,
i3b_shp,-12.372327,130.880213,100,
i3b_shp,-12.372924,130.880126,101,
i3b_shp,-12.373013,130.880328,102,
i3b_shp,-12.3736,130.88076,103,
i3c_shp,-12.37345,130.88048,0,
i3c_shp,-12.373013,130.880328,1,
i3c_shp,-12.373068,130.880126,2,
i3c_shp,-12.374351,130.880301,3,
i3c_shp,-12.37464,130.880266,4,
i3c_shp,-12.376814,130.879583,5,
i3c_shp,-12.377609,130.882237,6,
i3c_shp,-12.379241,130.881623,7,
i3c_shp,-12.381406,130.879506,8,
i3c_shp,-12.382228,130.878317,9,
i3c_shp,-12.382637,130.876756,10,
i3c_shp,-12.382807,130.87558,11,
i3c_shp,-12.383183,130.873579,12,
i3c_shp,-12.38535,130.873888,13,
i3c_shp,-12.386184,130.873563,14,
i3c_shp,-12.387325,130.873185,15,
i3c_shp,-12.387885,130.873281,16,
i3c_shp,-12.389145,130.874099,17,
i3c_shp,-12.389431,130.874579,18,
i3c_shp,-12.38946,130.875591,19,
i3c_shp,-12.389344,130.87662,20,
i3c_shp,-12.38914,130.877446,21,
i3c_shp,-12.390421,130.877786,22,
i3c_shp,-12.391703,130.878035,23,
i3c_shp,-12.393074,130.87832,24,
i3c_shp,-12.395352,130.878355,25,
i3c_shp,-12.395416,130.871698,26,
i3c_shp,-12.397649,130.872928,27,
i3c_shp,-12.399683,130.874175,28,
i3c_shp,-12.402804,130.877783,29,
i3c_shp,-12.403146,130.878007,30,
i3c_shp,-12.4047,130.878091,31,
i3c_shp,-12.404713,130.878717,32,
