stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
OOBUS062,Union 062,"This stop is located on Union Tce, Eastern end",-12.38836,130.89583,1
OOBUS063,Union 063,This stop is located on the Cnr Union Tce & Copperfield Cres,-12.38772,130.89312,1
OOBUS064,Union 064,"This stop is located on Union Tce, Western end",-12.38608,130.89021,1
OOBUS065,Parer 065,"This stop is located on Parer Dr, Adj to Water Tower",-12.38577,130.88542,1
OOBUS066,Parer 066,This stop is located on the Cnr Parer Drv & Moil Cres,-12.38397,130.88229,1
OOBUS067,Parer 067,"This stop is located on Parer Drv, Adj to Casuarina Senior College",-12.38297,130.88094,1
OOBUS068,Trower 068,"This stop is located on Trower Rd, Opp Limmen St",-12.37976,130.88098,1
OOBUS069,Darwin Interchange 069,"This stop is located at Darwin Interchange, Harry Chan Ave (Dep)",-12.46484,130.8444,1
OOBUS070,Woolworths Darwin 070,"This stop is located on Cavenagh St, Adj to Woolworths",-12.46016,130.8406,1
OOBUS071,St Mary's 071,"This stop is located on Cavenagh St, Adj to St Mary's School",-12.4587,130.83907,1
OOBUS072,Cavenagh 072,"This stop is located on Cavenagh St, Opp Greek Church",-12.45751,130.83778,1
OOBUS073,Mitchell St Child Care 121,"This stop is located on Mitchell St, Opp Elkies Backpackers",-12.4576,130.83403,1
OOBUS074,Mitchell 074,"This stop is located on Mitchell St, Adj to old shops",-12.45537,130.83175,1
OOBUS075,Mitchell 075,This stop is located on the Cnr Mitchell St & Lambell St,-12.45371,130.83005,1
OOBUS076,Gilruth Ave/Casino,"This stop is located on Gilruth Ave, Adj to Casino",-12.44938,130.83169,1
OOBUS077,Mindil Beach outbound,"This stop is located on Gilruth Ave, Adj to Mindil Beach",-12.44589,130.83336,1
OOBUS078,East Point Road,"This stop is located on East Point Rd, Adj to Bowls Club",-12.43537,130.83785,1
OOBUS079,Sailing Club,"This stop is located on East Point Rd, Adj to Sailing Club",-12.43073,130.8371,1
OOBUS080,Fannie Bay,"This stop is located on Dick Ward Drv, Adj to Kurringal Flats",-12.42448,130.83999,1
OOBUS081,Dick Ward 081,"This stop is located on Dick Ward Drv, Adj to Minmarama",-12.41182,130.85034,1
OOBUS082,Dick Ward 082,"This stop is located on Dick Ward Drv, Adj to Clock Tower",-12.40053,130.85228,1
OOBUS083,Dick Ward 083,This stop is located on the Cnr Dick Ward Drv & Orchid St ,-12.39753,130.85227,1
OOBUS084,Dick Ward 084,This stop is located at 141 Dick Ward Drv,-12.39344,130.85223,1
OOBUS085,Dick Ward 085,"This stop is located on Dick Ward Drv, Adj to Woolworths",-12.39011,130.85223,1
OOBUS086,Nightcliff Shops,"This stop is located on Phoenix St, Opp Shops",-12.38793,130.85057,1
OOBUS087,Bougainvilia 087,"This stop is located on Bougainvilia St, Opp 10 Bougainvilia St",-12.38621,130.84824,1
OOBUS088,Bougainvilia 088,This stop is located on the Cnr Bougainvilia St & Grevillea St,-12.38423,130.84828,1
OOBUS089,Bougainvilia 089,This stop is located on the Cnr Bougainvilia St & Cunjevoi St,-12.38127,130.84769,1
OOBUS090,Aralia 090,"This stop is located on Aralia St, Adj to Tennis Courts",-12.37952,130.84825,1
OOBUS091,Nightcliff High School,"This stop is located on Ryland Rd, Adj to Nightcliff High School",-12.37936,130.85203,1
OOBUS092,Ryland 092,This stop is located on the Cnr Ryland Rd & Chapman Rd,-12.3789,130.85713,1
OOBUS093,Ryland 093,This stop is located on the Cnr Ryland Rd & Rossiter St,-12.38109,130.85928,1
OOBUS094,Ryland 094,This stop is located on the Cnr Ryland Rd & Chrisp St,-12.38351,130.86029,1
OOBUS095,Ryland 095,This stop is located on the Cnr Ryland Rd & Waters St,-12.38573,130.86102,1
OOBUS096,Rapid Creek ,"This stop is located on Trower Rd, Opp Rapid Creek Shops",-12.38589,130.86282,1
OOBUS097,Trower 097,"This stop is located on Trower Rd, Opp Water Gardens",-12.38451,130.86725,1
OOBUS098,Lakeside 098,"This stop is located on Lakeside Drv, Adj to Park",-12.3826,130.86862,1
OOBUS099,Lakeside 099,"This stop is located on Lakeside Drv, Adj to Oval",-12.37829,130.87018,1
OOBUS100,Lakeside 100,"This stop is located on Lakeside Drv, Adj tp Scout Hall",-12.37642,130.87244,1
OOBUS101,Charles Darwin University,This stop is located at the Charles Darwin University Main Entrance,-12.37274,130.87062,1
OOBUS103,Stuart Highway 103,"This stop is located on Stuart Highway, Adj to Kerrys Car Sales",-12.44854,130.84091,1
OOBUS104,Stuart Highway 104,"This stop is located on Stuart Highway, Opp Westralia St",-12.44303,130.8412,1
OOBUS105,Stuart Highway 105,This stop is located on the Cnr Stuart Highway & Goyder Rd,-12.43902,130.84099,1
OOBUS106,Parap Road,This stop is located on the Cnr Stuart Highway & Parap Rd,-12.43546,130.84416,1
OOBUS107,Ross Smith Avenue,This stop is located on the Cnr Stuart Highway & Ross Smith Ave,-12.4327,130.84952,1
OOBUS108,Ludmilla School,"This stop is located on Bagot Road, Adj to Ludmilla School",-12.42466,130.85601,1
OOBUS109,Bagot 109,"This stop is located on Bagot Road, Adj to Park",-12.42038,130.85599,1
OOBUS110,Bagot 110 ,This stop is located on the Cnr Bagot Road & Fitzer Drv,-12.4128,130.856,1
OOBUS112,Bagot 112 ,"This stop is located on Bagot Road, Adj to Tennis Courts",-12.39617,130.85592,1
OOBUS113,Bagot 113,"This stop is located on Bagot Road, Adj to KFC",-12.39138,130.85592,1
OOBUS114,Trower 114,"This stop is located on Trower Rd, Adj to St Paul's School",-12.38748,130.85872,1
OOBUS115,Alawa Cres115,This stop is located on the Cnr Trower Rd & Alawa Cres,-12.38339,130.87144,1
OOBUS116,Trower 116,This stop is located on the Cnr Trower Rd & Styles St,-12.38277,130.87498,1
OOBUS118,Vanderlin 118,"This stop is located on Vanderlin Drive, Adj to Potters House",-12.37666,130.88594,1
OOBUS119,Vanderlin 119,This stop is located on Vanderlin Drive,-12.37721,130.8896,1
OOBUS120,Hibiscus Shops,"This stop is located on Vanderlin Drive, Adj to Hibiscus Shops",-12.37866,130.89625,1
OOBUS121,Patterson 121,"This stop is located on Patterson St, Opp Sanderson High School",-12.38921,130.9003,1
OOBUS122,Darwent 122,"This stop is located on Darwent St, Adj to Park",-12.39136,130.8994,1
OOBUS123,Darwent 123,This stop is located at 18 Darwent St,-12.39552,130.90083,1
OOBUS124,Malak Shops,"This stop is located on Chambers Cres, Adj to Malak Shops",-12.39717,130.90399,1
OOBUS125,Chambers 125,"This stop is located on Chambers Cres, Opp Osborne Rd",-12.39774,130.90585,1
OOBUS126,Paqualin126,This stop is located at 3 Paqualin Road,-12.39958,130.9083,1
OOBUS127,Koolinda 127,"This stop is located on Koolinda Cres, Opp Dorrigo Cres",-12.39843,130.91052,1
OOBUS128,Karama 128,This stop is located at 46 Karama Cres,-12.39958,130.91214,1
OOBUS129,Karama 129,"This stop is located on Karama Cres, Before Shops",-12.40079,130.91447,1
OOBUS130,Karama Shops,"This stop is located on Kalymos Cres, Adj to Karama Shops",-12.40173,130.91589,1
OOBUS131,Koolinda 131,"This stop is located on Koolinda Cres, Opp Karama School",-12.39924,130.91516,1
OOBUS132,Livistona 132,"This stop is located on Livistona St, Opp Karama School",-12.39657,130.91341,1
OOBUS133,Calytrix 133,This stop is located at 14 Calytrix Rd,-12.39528,130.91087,1
OOBUS134,Mueller 134,"This stop is located on Mueller Rd, Opp O'loughlin School",-12.39347,130.90963,1
OOBUS135,Dalwood 135,This stop is located on the Cnr Dalwood Cres & Hearne Court,-12.3918,130.9091,1
OOBUS136,Dalwood 136,"This stop is located on Dalwood Cres, Opp Moody Court",-12.38915,130.90654,1
OOBUS137,Dalwood 137,This stop is located on the Cnr Dalwood Cres & Harcus Court,-12.3884,130.90428,1
OOBUS138,Malak 138,"This stop is located on Malak Cres, Opp Red Cross",-12.38862,130.90156,1
OOBUS139,Patterson 139,This stop is located on the Cnr Patterson St & Wulagi Cres,-12.38709,130.90226,1
OOBUS140,Vanderlin Service 140,"This stop is located on Vanderlin Service Rd, Adj to Park",-12.38194,130.89979,1
OOBUS141,Vanderlin Service 141,This stop is located on the Cnr Vanderlin Service Rd & Brolga St,-12.38018,130.8975,1
OOBUS142,Vanderlin Service Road,"This stop is located on the Cnr Vanderlin Service Rd, Opp Hibiscus Shops",-12.37848,130.89502,1
OOBUS143,Vanderlin 143,"This stop is located on Vanderlin Drv, Opp Darwin Veterinary Surgery",-12.37749,130.88961,1
OOBUS144,Vanderlin Drive,"This stop is located on Vanderlin Drv, Opp Potters House",-12.37695,130.886,1
OOBUS148,Forrest 148,This stop is located at 202 Forrest Parade Rosebery,-12.511786,130.988258,1
